medicine_name,authorisation_no,pharmaceutical_form_lv,active_substance,Aizliegts ārpus sacensībām,Aizliegts sacensību laikā,Aizliegto vielu un metožu saraksta klase,Piezīmes par lietošanu,"Sporta veidi, kuros aizliegts sacensību laikā","Sporta veidi, kuros aizliegts ārpus sacensībām",Notes,Prohibited In-Competition in the following sports,Prohibited Out-of-Competition in the following sports
Aranesp,EU/1/01/185/097,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/098,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/099,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/100,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/101,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/102,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/103,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/104,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/105,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/106,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/107,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/108,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/109,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/110,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Aranesp,EU/1/01/185/111,Šķīdums injekcijām,Darbepoetinum alfa,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/001,Pulveris un šķīdinātājs injekciju šķīduma pagatavošanai,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/002,Pulveris un šķīdinātājs injekciju šķīduma pagatavošanai,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/003,Pulveris un šķīdinātājs injekciju šķīduma pagatavošanai,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/004,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/005,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/006,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/007,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/008,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/009,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/010,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/011,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/012,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/013,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/014,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/015,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/016,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/017,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Omnitrope,EU/1/06/332/018,Šķīdums injekcijām kārtridžā,Somatropinum,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/008,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/009,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/010,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/011,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/012,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/013,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/017,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/018,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/019,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/020,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/021,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/022,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/023,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
Mircera,EU/1/07/400/024,Šķīdums injekcijām,Methoxy-polyethylen-glycol-epoetinum beta,Jā,Jā,S2,,,,,,
INCRELEX,EU/1/07/402/001,Šķīdums injekcijām,Mecaserminum,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/001,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/002,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/003,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/004,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/005,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/006,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/007,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/008,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/009,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/010,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/011,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/012,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/013,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/014,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/015,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/016,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/017,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/018,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/019,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/020,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/021,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/022,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/023,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/024,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/025,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/026,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/027,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/028,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/029,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/030,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/031,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/032,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/033,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/034,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/035,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/036,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/037,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/038,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/039,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/040,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/041,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/042,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/043,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/044,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/045,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/046,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/047,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/048,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/049,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/050,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/051,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/052,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/053,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/054,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Binocrit,EU/1/07/410/055,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/001,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/002,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/003,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/004,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/005,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/006,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/007,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/008,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/009,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/010,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/011,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/012,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/013,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/014,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/015,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/016,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/017,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/018,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/019,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/020,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/021,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/022,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/023,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/024,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/025,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/026,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/027,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/028,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/029,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/030,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/031,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/032,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/033,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/034,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/035,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/036,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/037,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/038,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/039,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/040,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/041,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/042,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/043,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/044,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/045,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/046,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/047,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/048,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/049,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/050,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/051,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/052,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/053,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/054,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Epoetin alfa Hexal,EU/1/07/411/055,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/001,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/002,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/003,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/004,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/005,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/006,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/007,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/008,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/009,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/010,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/011,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/012,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/013,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/014,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/015,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/016,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/017,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/018,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/019,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/020,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/021,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/022,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/023,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/024,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/025,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/026,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/027,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/028,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/029,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/030,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/031,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/032,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/033,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/034,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/035,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/036,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/037,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/038,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/039,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/040,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/041,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/042,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/043,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/044,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/045,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/046,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/047,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/048,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/049,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/050,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/051,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/052,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/053,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/054,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
Abseamed,EU/1/07/412/055,Šķīdums injekcijām pilnšļircē,Epoetinum alfa,Jā,Jā,S2,,,,,,
